"sample.expression","B.cells.naive","B.cells.memory","Plasma.cells","T.cells.CD8","T.cells.CD4.naive","T.cells.CD4.memory.resting","T.cells.CD4.memory.activated","T.cells.follicular.helper","T.cells.regulatory..Tregs.","T.cells.gamma.delta","NK.cells.resting","NK.cells.activated","Monocytes","Macrophages.M0","Macrophages.M1","Macrophages.M2","Dendritic.cells.resting","Dendritic.cells.activated","Mast.cells.resting","Mast.cells.activated","Eosinophils","Neutrophils"
"52c313fc-4682-47a9-a596-ed814d65fa25",0.0427692046929076,0,0.00622915678762506,0.280230823729801,0,0.0993853029688512,0.0861758947229342,0.0567338543160326,0.113483873329477,0,0.0323527839225066,0.0479924545496835,0.0191700117860749,0.0245719793372606,0.0585535929947238,0.0812756387788193,0.0311676500369511,0.00583009698265294,0.0140776810636981,0,0,0
"054b8f64-76ee-404a-a384-cb011190651c",0.163102365318587,0,0.0127355670205794,0,0,0.216289252669435,0,0.0382801144756831,0.0730207020284814,0,0.0103463393438028,0.0146701519946795,0.0200988591107752,0.209785440171165,0.132906516540936,0.0948409208098887,0,0,0.0139237705159868,0,0,0
"cafebbf2-9dea-439a-8788-25478f233a57",0.0927717824742006,0,0.0246788632405402,0.0492724464965186,0,0.124449546682129,0,0.0199359365528986,0.0734703955822265,0,0.0197829251683755,0,0.0337466267927763,0.162498456327418,0.00846170894891855,0.28468771714457,0.0197142075640382,0,0,0.0199144222034481,0.0541851025435383,0.0124298622784035
"0b0677ec-0f18-43a3-bceb-e6ee4a39dd65",0.0523515880926177,0,0,0.0212971330336028,0,0.32814442963022,0,0.0408212976728476,0.0513261921117431,0,0.0738775920231804,0,0,0.211947956610203,0.0455179040164429,0.0742322856804879,0,0.033261859624856,0,0.0672217615037988,0,0
"d91cb38a-b9ea-43d9-9630-7bf3f3851b03",0.0117763317611055,0,0.00543720735816756,0.131722342295271,0,0.177682217898208,0.0464086224525219,0.0543473056983314,0.0532626619597066,0,0.0580386090085015,0.0033513221148937,0.0178841270486532,0.111697776145678,0.169407681631808,0.0898033900138849,0.00993911654557151,0.00844497375013986,0.0507963143175569,0,0,0
"47079154-021a-4edf-aa4f-6f339d0dc9cd",0.0766774685130712,0,0,0.00980983966238875,0,0.261275374888416,0.0754474268909066,0.00580064241595286,0,0,0.0955483674476392,0,0.0348989669025601,0.220919602275147,0.0733880553572339,0.115211911484795,0.00165848117255967,0.00960776644650134,0.0177878094564306,0,0.00196828708639737,0
"d6b31bc2-6410-4b01-8856-972473a3db8c",0.0610439293185658,0,0.0113723758383316,0.0174689930636771,0,0.249811984956979,0.0291349254607113,0.0339638073506174,0.064469086436534,0,0.0621748148270913,0.0440416284640024,0.043126676878582,0.126946095630604,0.121960177045787,0.083948746898707,0.012939003808781,0,0.022303655154732,0,0.0152940988662977,0
"5bea4ef9-e295-4463-a4d7-f40b1f628012",0.00645589512752053,0,0.0224850732829967,0.103688379772958,0,0.325412996221414,0,0,0,0,0.0142504867389391,0,0.0261676482571313,0.0900773420672538,0.140942976941933,0.107553458357216,0.0179329417558014,0,0.137351472284779,0,0.00768132919205702,0
"84fded51-e693-4d06-b502-0903ed1a7eb3",0.0282879007645036,0,0.0169276844923303,0,0,0.397521795656531,2.50506562167456e-05,0,0,0,0.101683782056598,0,0.0247761531998898,0.173241205668993,0.0777782985121139,0.151470465661876,0,0,0,0.028287663330947,0,0
"02734d4d-fc8f-4ef7-ac82-1b4d7184cc5e",0.0944554697772251,0,0.092047549390388,0.0921739745383804,0,0.259424390434537,0,0.00332518477888572,0.0331027582384113,0,0,0.0170804060966348,0.0454204650640248,0.158704409854419,0.00938853206387277,0.0931740204118718,0,0.017931456061897,0,0.0425966002178366,0.0411747830716153,0
"aa7f9fef-0d17-4cc9-bff4-1a580fbbe944",0.138897335939932,0,0.000214641458940539,0,0,0.348348268007618,0,0.0272419147922847,0,0,0.0267905795602601,0.0127432233916112,0.0425219215511402,0.0234013618273547,0.0782639130746711,0.202646282514284,0,0.0430793605635705,0,0.0380392689667742,0.0178119283515587,0
"4635c964-26dc-4acf-aabb-3f5e6fedac67",0.0245915587524587,0,0,0.01655614237583,0,0.250506874435989,0.0404982195339125,0,0.0362725020318669,0,0.0623554959940065,0,0.00215064809439302,0.332542073693345,0,0.121237540942384,0,0.0686853332313354,0,0.0243275474823378,0,0.0202760634321414
"83eb7c73-3846-4338-9b87-f3374ce3d6d2",0.122694397634849,0,0.0165731901869091,0.0143266914711462,0,0.292464807178451,0,0.0220211426101198,0.0168392763205755,0,0,0.0447185896305009,0.0138748719538149,0.111995262261654,0.127347671266787,0.159912226269894,0.0100379885043678,0,0,0.0405457989665341,0,0.0066480857443976
"bced4d56-b71e-4eea-b92d-3a4356c46575",0.0125386039762366,0,0,0.043511267868126,0,0.312043772527683,0,0.0358284634992834,0.0649773016731925,0,0.00532657878378146,0,0.0531707648958862,0.0634601156588767,0.0122137326625674,0.157942174128276,0.0995376531175879,0.0385419083295265,0,0.0935163891186076,0.00739127376036886,0
"f715a15d-a11c-4ac7-8919-ab2468139ced",0.00704653025762863,0,0.0404437052914061,0.101384750954974,0,0.423237737522052,0,0,0.0277565063139067,0,0.0708316366449991,0,0.020516842070144,0,0.0297466342893942,0.201411297825541,0.0205889594986611,0.00488017139553196,0,0.0472941771339317,0.00486105080182897,0
"7d560f54-fa24-429d-a51d-5c7d431c38bf",0.388277073054432,0,0,0.035636431190656,0,0.250182658684169,0,0.0199968806203716,0,0,0.0225977300287785,0.000186153736417263,0,0.132282154094521,0.0353564554559406,0.0901188190131317,0,0,0.0253656441215819,0,0,0
"c9638067-6e2b-4cb5-886b-d9c1169c25db",0.0657639398499866,0,0,0.0629546085653878,0,0.276891453184609,0.0119456396832566,0,0,0,0.113352457783975,0,0.0425180160104838,0.0407532720054683,0.0159171966751805,0.302758454879475,0,0.0322938844328374,0,0.0348510769293411,0,0
"d222dfe6-b0ce-470d-baa0-874ab86929f1",0.109880811980313,0,0.0412159955338174,0.0789277336041108,0,0.363753292649421,0.00535682903995902,0,0,0,0.0651372401146684,0,0.0364082994044054,0.0321553510572811,0.0624257681578398,0.126942351951268,0.0544462528434995,0,0.0233500736634163,0,0,0
"02d4cebf-e7f6-4c13-aca1-af16fd6d69cb",0.0580112122881253,0,0.0543440719779508,0,0,0.412251857555431,0,0,0.0464573645381354,0,0.077178932144458,0,0.00801625883761621,0.144771853378122,0.0379469444901296,0.0813305725513549,0,0.0434675795432693,0,0.0362233526954069,0,0
"6425f49c-3c00-4188-ac69-de6acc2ea91d",0.0524667948485513,0,0.0251878135200024,0,0,0.196026681230374,0,0,0.0818426961660662,0,0.0996204932307321,0,0.00331106153815427,0.419386564701656,0.0142461219385506,0.0158725857766196,0,0,0,0.0920391870492936,0,0
"f6f0c3a5-9144-4d13-b0a2-4b5dbb3aaf96",0.061941093536265,0,0.0129295203504598,0.0920476388695522,0,0.125493767458958,0.0317108706137072,0.0224189141151152,0.0666725120576356,0,0.101176339195304,0,0,0.152833592683625,0.16053202804845,0.156490409714512,0,0,0.0157533133564169,0,0,0
"9df77d76-ce4c-452d-9ce3-c0e1dc2360b8",0.056020586786728,0,0.0361349269826596,0,0,0.475125797260138,0.0357496786444705,0,0.00904092605619824,0,0.0854226378289281,0,0.0166907621479844,0.0508698114495895,0.0578256629011307,0.12841800624621,0,0.0153430448814948,0,0.0333581588144685,0,0
"574a3ef3-ea84-45f4-b20d-8b3d2b172793",0.0747284257868116,0,0.0205824163851391,0,0,0.325856396184855,0,0.0329230431568729,0.0925225717761434,0,0.0765700048441223,0,0.00216632210000273,0.135387324995671,0.0921690750537841,0.0599018600216538,0,0,0,0.0717734594623258,0.0154191002326183,0
"eb41c630-9815-442e-959f-1160d24d7952",0.0611056434667109,0,0.0629054788920201,0.012994321587704,0,0.515122278163792,0,0,0.0154928551233564,0,0.0702790055685325,0,0.0116743029641574,0.0602499458896291,0.00834352042646671,0.0962605058010697,0.019683355643896,0.00723079107656018,0,0.0586579953961053,0,0
"3631fcd1-f8ea-443e-af52-3e486b5a9e63",0.0823703803674822,0,0.0194947696171172,0,0,0.332693811493578,0,0.0230328297322391,0.0381900809036023,0,0.0336676904986738,0,0,0.178004835322196,0,0.170059396711785,0,0.0457022236308168,0,0.0760940826048239,0.000689899117686342,0
"47aceec1-a01d-419f-9689-c46284c79bcb",0.0557355944731264,0,0.0057764757651615,0,0,0.271528699956141,0,0.0181173779492862,0.0697841940534861,0,0.0419164035566296,0.0287179536532498,0.0516955402004997,0.222415372312909,0.115193177587786,0.093202933087809,0.0183497297941724,0,0,0.00756654760974371,0,0
"3f02526b-980d-44ff-ae98-403a28d5e54c",0.100962402768832,0,0.085361724141093,0.0711587216423797,0,0.349118489282976,0,0,0.0181830348908322,0,0.00989887257335067,0.0320062934749325,0.0469827373919283,0.000534867099778696,0.0216059388275977,0.217353264118128,0.0114848637462315,0.0328647487931268,0.00248404124881217,0,0,0
"ccabd9f4-5e0e-416d-8164-608d711555bb",0.204981082903405,0,0,0.0482590537977478,0,0.384236082119863,0,0,0.075252610215756,0,0.0472668790467722,0,0.0479424779650044,0.0205291644006742,0.0293040899555591,0.0137804329832997,0,0,0,0.118486889464483,0.00996123714743542,0
"e8698c74-97ad-45b1-aa15-c03a7917bf3a",0.055951625881806,0,0.0407090055501751,0.0490720178245649,0,0.253220873250501,0.030235714435521,0,0.0606434956193304,0,0.0773796573068491,0,0,0.224053915920438,0.009712059120392,0.0681078701088524,0,0.0244867782960587,0,0.0961278854558712,0,0.0102991012296402
"6239af26-74b6-4c31-8a99-e9603d24b856",0.0598631484551769,0,0.0257681345782139,0.0966106215322433,0,0.356938871375821,0.0699476431701344,0,0,0,0.0455954273553153,0,0.0172884651744483,0.051813814515051,0.0410699530649964,0.203124690645086,0.00979995728526128,0.0147791512122072,0,0.00740012163604498,0,0
"470c7138-2452-49fc-aeda-002653b17fe7",0.0483109180282211,0,0.0969753542241759,0.0210023558671985,0,0.390533843338836,0,0,0.0109731300021839,0,0.0832264224681743,0,0.0220261166949574,0.121943478272055,0.0431087495220535,0.102790666721887,0,0.00443423263909154,0,0.0546747322211665,0,0
"b6799182-7435-4f67-8909-ae1af0043624",0.0571391131723421,0,0.0160188960080255,0.0393452089414377,0,0.205508640864607,0.00153411067803232,0.025268808339714,0.063863497904747,0,0.038447285389862,0.00282081735983747,0.00603505649224636,0.184451438709465,0.0907599521959911,0.210327197361305,0.0332169939547192,0,0.0252629826276683,0,0,0
"f450a150-e405-46e0-ae21-a8ef854a365d",0.107547249278744,0,0.0155957948544781,0.00453120109483553,0,0.451824157193912,0,0.0378912970591559,0,0,0.0813189074992566,0,0.0203228587289238,0.0181956284308543,0,0.0538344473103134,0,0.0648053629136188,0,0.111110388398115,0,0.033022707237793
"2fd9788b-9efd-44b0-b9a4-82b32118f85f",0.0737128021524775,0,0,0.0454758072917331,0,0.184433224134072,0.00854150316800848,0,0.0462177411402966,0,0.0755263797612911,0,0.0156086849545039,0.201870013412812,0.0320965421307187,0.292185557769144,0,0,0,0.0225781160042007,0.00175362808074232,0
"aa9c558a-420b-41db-92be-0ea1dd3f98b2",0.0799544703644436,0,0.00380624976108669,0.115904147425256,0,0.241079491195908,0.00840479131093549,0.0167146907595673,0.0143360409354705,0,0.0878730995054729,0,0,0.141295736935762,0.110076539690764,0.158388845008502,0,0.00235729033629031,0.0198086067705422,0,0,0
"eb843ddf-f91d-4f04-b34c-549b1f53ee92",0.046674712472143,0,0,0.0721659460524139,0,0.119115375949272,0,0.00791438837227933,0.0594710992361634,0,0.0357519736091591,0.00653530597373925,0.000431680034694743,0.286050117174612,0.101163148544427,0.217510164682939,0,0,0.0472160878981572,0,0,0
"7b4d59ed-2a71-4ef0-9c1a-acfc4574a5dd",0.0307314060473036,0,0.104702045402545,0.0944119870009112,0,0.450106496750909,0.0126260081656905,0,0.0426281909477321,0,0.057759413507571,0,0.0190204252594408,0.00260666525602553,0.00978650014042914,0.128194476847322,0.0158093390777849,0.00565335010470338,0,0.0259636954916322,0,0
"f1185347-ad15-43ae-9ef3-d5343b31a0fc",0.0125974054336866,0,0,0.0170588155675677,0,0.211690325205795,0,0,0.0311105753924241,0,0.023028091878611,0.00437770800624023,0,0.463429218843179,0.0523646309982655,0.149585276103029,0,0,0,0.0283101213601018,0.00644783121110065,0
"b897e76b-e431-4ad1-8d1a-ad8defc3c351",0.0613772214482694,0,0.0739578339836304,0,0,0.389200089771536,0.0876043031342956,0,0.00219017887126316,0,0.0839936028963267,0,0.00123014810434442,0.0954905513541974,0.0200793987200675,0.140919378742025,0,0.00528789198621571,0,0.0295058641377424,0,0.00916353685008642
"293a69ae-a07b-4e32-a463-accbee5b3abc",0.106165127221545,0,0.0198514746535236,0,0,0.352770698844377,0,0,0,0,0.0270907816833337,0,0.0020553191155585,0.0351674906485206,0.00028719031555472,0.0688177854402991,0,0.055626966462485,0,0.127702489932528,0.056643293223249,0.147821382459025
"29d6550b-4244-4775-b12a-e99957458ed4",0.0485134150404192,0,0,0,0.00397545455602943,0.10340030823104,0,0,0.0958518399784965,0,0.0121092182613439,0,0,0.630686335825912,0.000690034003824161,0.0657096873079511,0,0,0,0.0390637067949835,0,0
