"","RNAseq","samp16s","distance","pt.id.rna","pt.id.16s","specimen.type","paired"
"360","SL330254","32376",0.709677419354839,"P112362278","P112377885","Normal","FALSE"
"361","SL330254","32388",0.68,"P112362278",NA,NA,"CONTROL"
"362","SL330254","32513",0.681818181818182,"P112362278","P112378162","Normal","FALSE"
"363","SL330254","32515",0.714285714285714,"P112362278","P112382412","Tumor","FALSE"
"364","SL330254","32517",0.828571428571429,"P112362278","P112381968","Normal","FALSE"
"365","SL330254","32527",0.828571428571429,"P112362278",NA,NA,"CONTROL"
"366","SL330254","32766",0.619047619047619,"P112362278","P112380750","Tumor","FALSE"
"367","SL330254","32768",0.674418604651163,"P112362278","P112381955","Normal","FALSE"
"368","SL330254","32778",0.727272727272727,"P112362278",NA,NA,"CONTROL"
"369","SL330254","33086",0.674418604651163,"P112362278","P112378162","Tumor","FALSE"
"370","SL330254","33088",0.652173913043478,"P112362278","P112381987","Tumor","FALSE"
"371","SL330254","33090",0.645161290322581,"P112362278","P112382873","Normal","FALSE"
"372","SL337292","30161",0.9,"P112381987","P112387186","Tumor","FALSE"
"373","SL337292","30163",0.902439024390244,"P112381987","P112387186","Normal","FALSE"
"374","SL337292","30165",0.92,"P112381987","P112418624","Tumor","FALSE"
"375","SL337292","30167",1,"P112381987","P112418624","Normal","FALSE"
"376","SL337292","30169",1,"P112381987","P112409746","Tumor","FALSE"
"377","SL337292","30171",1,"P112381987","P112409746","Normal","FALSE"
"378","SL337292","30173",1,"P112381987",NA,NA,"CONTROL"
"379","SL337292","30295",0.9375,"P112381987","P112374066","Normal","FALSE"
"380","SL337292","30297",0.877551020408163,"P112381987","P112390908","Normal","FALSE"
"381","SL337292","30299",0.870967741935484,"P112381987","P112398333","Tumor","FALSE"
"382","SL337292","30301",0.882352941176471,"P112381987","P112398333","Normal","FALSE"
"383","SL337292","30303",0.8,"P112381987","P112404922","Tumor","FALSE"
"384","SL337292","30305",0.95,"P112381987","P112408270","Normal","FALSE"
"385","SL337292","30307",1,"P112381987",NA,NA,"CONTROL"
"386","SL337292","30820",0.941176470588235,"P112381987","P112374066","Tumor","FALSE"
"387","SL337292","30822",0.953488372093023,"P112381987","P112404267","Normal","FALSE"
"388","SL337292","30824",1,"P112381987","P112416452","Normal","FALSE"
"389","SL337292","30935",0.91304347826087,"P112381987","P112382873","Tumor","FALSE"
"390","SL337292","30937",0.837837837837838,"P112381987","P112390908","Tumor","FALSE"
"391","SL337292","30939",0.955555555555556,"P112381987","P112397962","Normal","FALSE"
"392","SL337292","30941",0.882352941176471,"P112381987","P112404922","Normal","FALSE"
"393","SL337292","30943",0.935483870967742,"P112381987","P112406974","Tumor","FALSE"
"394","SL337292","30945",0.933333333333333,"P112381987","P112406974","Normal","FALSE"
"395","SL337292","30947",0.866666666666667,"P112381987","P112416452","Tumor","FALSE"
"396","SL337292","31531",1,"P112381987",NA,NA,"CONTROL"
"397","SL337292","31537",0.904761904761905,"P112381987","P112364086","Tumor","FALSE"
"398","SL337292","31539",0.897435897435897,"P112381987","P112364086","Normal","FALSE"
"399","SL337292","31541",1,"P112381987","P112375831","Normal","FALSE"
"400","SL337292","31543",0.869565217391304,"P112381987","P112380828","Tumor","FALSE"
"401","SL337292","31545",0.904761904761905,"P112381987","P112380828","Normal","FALSE"
"402","SL337292","31667",0.941176470588235,"P112381987","P112362735","Normal","FALSE"
"403","SL337292","31669",0.928571428571429,"P112381987","P112375831","Tumor","FALSE"
"404","SL337292","31671",0.928571428571429,"P112381987","P112380750","Normal","FALSE"
"405","SL337292","31673",0.902439024390244,"P112381987","P112380503","Tumor","FALSE"
"406","SL337292","31675",0.85,"P112381987","P112380503","Normal","FALSE"
"407","SL337292","31677",0.857142857142857,"P112381987","P112377885","Tumor","FALSE"
"408","SL337292","31679",0.846153846153846,"P112381987","P112381955","Tumor","FALSE"
"409","SL337292","31683",1,"P112381987",NA,NA,"CONTROL"
"410","SL337292","32111",1,"P112381987",NA,NA,"CONTROL"
"411","SL337292","32115",0.897435897435897,"P112381987","P112381968","Tumor","FALSE"
"412","SL337292","32117",0.741935483870968,"P112381987","P112381987","Normal","TRUE"
"413","SL337292","32376",0.866666666666667,"P112381987","P112377885","Normal","FALSE"
"414","SL337292","32388",0.818181818181818,"P112381987",NA,NA,"CONTROL"
"415","SL337292","32513",0.925925925925926,"P112381987","P112378162","Normal","FALSE"
"416","SL337292","32515",0.875,"P112381987","P112382412","Tumor","FALSE"
"417","SL337292","32517",1,"P112381987","P112381968","Normal","FALSE"
"418","SL337292","32527",0.888888888888889,"P112381987",NA,NA,"CONTROL"
"419","SL337292","32766",0.92,"P112381987","P112380750","Tumor","FALSE"
"420","SL337292","32768",1,"P112381987","P112381955","Normal","FALSE"
"421","SL337292","32778",0.777777777777778,"P112381987",NA,NA,"CONTROL"
"422","SL337292","33086",0.923076923076923,"P112381987","P112378162","Tumor","FALSE"
"423","SL337292","33088",0.846153846153846,"P112381987","P112381987","Tumor","TRUE"
"424","SL337292","33090",0.866666666666667,"P112381987","P112382873","Normal","FALSE"
"425","SL337345","30161",1,"P112376362","P112387186","Tumor","FALSE"
"426","SL337345","30163",1,"P112376362","P112387186","Normal","FALSE"
"427","SL337345","30165",1,"P112376362","P112418624","Tumor","FALSE"
"428","SL337345","30167",1,"P112376362","P112418624","Normal","FALSE"
"429","SL337345","30169",1,"P112376362","P112409746","Tumor","FALSE"
"430","SL337345","30171",1,"P112376362","P112409746","Normal","FALSE"
"431","SL337345","30173",1,"P112376362",NA,NA,"CONTROL"
"432","SL337345","30295",1,"P112376362","P112374066","Normal","FALSE"
"433","SL337345","30297",1,"P112376362","P112390908","Normal","FALSE"
"434","SL337345","30299",1,"P112376362","P112398333","Tumor","FALSE"
"435","SL337345","30301",1,"P112376362","P112398333","Normal","FALSE"
"436","SL337345","30303",1,"P112376362","P112404922","Tumor","FALSE"
"437","SL337345","30305",1,"P112376362","P112408270","Normal","FALSE"
"438","SL337345","30307",1,"P112376362",NA,NA,"CONTROL"
"439","SL337345","30820",1,"P112376362","P112374066","Tumor","FALSE"
"440","SL337345","30822",1,"P112376362","P112404267","Normal","FALSE"
"441","SL337345","30824",1,"P112376362","P112416452","Normal","FALSE"
"442","SL337345","30935",1,"P112376362","P112382873","Tumor","FALSE"
"443","SL337345","30937",1,"P112376362","P112390908","Tumor","FALSE"
"444","SL337345","30939",1,"P112376362","P112397962","Normal","FALSE"
"445","SL337345","30941",1,"P112376362","P112404922","Normal","FALSE"
"446","SL337345","30943",1,"P112376362","P112406974","Tumor","FALSE"
"447","SL337345","30945",1,"P112376362","P112406974","Normal","FALSE"
"448","SL337345","30947",1,"P112376362","P112416452","Tumor","FALSE"
"449","SL337345","31531",1,"P112376362",NA,NA,"CONTROL"
"450","SL337345","31537",1,"P112376362","P112364086","Tumor","FALSE"
"451","SL337345","31539",1,"P112376362","P112364086","Normal","FALSE"
"452","SL337345","31541",1,"P112376362","P112375831","Normal","FALSE"
"453","SL337345","31543",1,"P112376362","P112380828","Tumor","FALSE"
"454","SL337345","31545",1,"P112376362","P112380828","Normal","FALSE"
"455","SL337345","31667",1,"P112376362","P112362735","Normal","FALSE"
"456","SL337345","31669",1,"P112376362","P112375831","Tumor","FALSE"
"457","SL337345","31671",1,"P112376362","P112380750","Normal","FALSE"
"458","SL337345","31673",1,"P112376362","P112380503","Tumor","FALSE"
"459","SL337345","31675",1,"P112376362","P112380503","Normal","FALSE"
"460","SL337345","31677",1,"P112376362","P112377885","Tumor","FALSE"
"461","SL337345","31679",1,"P112376362","P112381955","Tumor","FALSE"
"462","SL337345","31683",1,"P112376362",NA,NA,"CONTROL"
"463","SL337345","32111",1,"P112376362",NA,NA,"CONTROL"
"464","SL337345","32115",1,"P112376362","P112381968","Tumor","FALSE"
"465","SL337345","32117",1,"P112376362","P112381987","Normal","FALSE"
"466","SL337345","32376",1,"P112376362","P112377885","Normal","FALSE"
"467","SL337345","32388",1,"P112376362",NA,NA,"CONTROL"
"468","SL337345","32513",1,"P112376362","P112378162","Normal","FALSE"
"469","SL337345","32515",1,"P112376362","P112382412","Tumor","FALSE"
"470","SL337345","32517",1,"P112376362","P112381968","Normal","FALSE"
"471","SL337345","32527",1,"P112376362",NA,NA,"CONTROL"
"472","SL337345","32766",1,"P112376362","P112380750","Tumor","FALSE"
"473","SL337345","32768",1,"P112376362","P112381955","Normal","FALSE"
"474","SL337345","32778",1,"P112376362",NA,NA,"CONTROL"
"475","SL337345","33086",1,"P112376362","P112378162","Tumor","FALSE"
"476","SL337345","33088",1,"P112376362","P112381987","Tumor","FALSE"
"477","SL337345","33090",1,"P112376362","P112382873","Normal","FALSE"
"478","SL337361","30161",0.666666666666667,"P112364086","P112387186","Tumor","FALSE"
"479","SL337361","30163",0.709090909090909,"P112364086","P112387186","Normal","FALSE"
"480","SL337361","30165",0.692307692307692,"P112364086","P112418624","Tumor","FALSE"
"481","SL337361","30167",1,"P112364086","P112418624","Normal","FALSE"
"482","SL337361","30169",0.931034482758621,"P112364086","P112409746","Tumor","FALSE"
"483","SL337361","30171",0.842105263157895,"P112364086","P112409746","Normal","FALSE"
"484","SL337361","30173",1,"P112364086",NA,NA,"CONTROL"
"485","SL337361","30295",0.869565217391304,"P112364086","P112374066","Normal","FALSE"
"486","SL337361","30297",0.682539682539683,"P112364086","P112390908","Normal","FALSE"
"487","SL337361","30299",0.644444444444444,"P112364086","P112398333","Tumor","FALSE"
"488","SL337361","30301",0.806451612903226,"P112364086","P112398333","Normal","FALSE"
"489","SL337361","30303",0.705882352941177,"P112364086","P112404922","Tumor","FALSE"
"490","SL337361","30305",0.666666666666667,"P112364086","P112408270","Normal","FALSE"
"491","SL337361","30307",0.928571428571429,"P112364086",NA,NA,"CONTROL"
"492","SL337361","30820",0.791666666666667,"P112364086","P112374066","Tumor","FALSE"
"493","SL337361","30822",0.684210526315789,"P112364086","P112404267","Normal","FALSE"
"494","SL337361","30824",0.931034482758621,"P112364086","P112416452","Normal","FALSE"
"495","SL337361","30935",0.7,"P112364086","P112382873","Tumor","FALSE"
"496","SL337361","30937",0.607843137254902,"P112364086","P112390908","Tumor","FALSE"
"497","SL337361","30939",0.728813559322034,"P112364086","P112397962","Normal","FALSE"
"498","SL337361","30941",0.791666666666667,"P112364086","P112404922","Normal","FALSE"
"499","SL337361","30943",0.733333333333333,"P112364086","P112406974","Tumor","FALSE"
"500","SL337361","30945",0.727272727272727,"P112364086","P112406974","Normal","FALSE"
"501","SL337361","30947",0.681818181818182,"P112364086","P112416452","Tumor","FALSE"
"502","SL337361","31531",1,"P112364086",NA,NA,"CONTROL"
"503","SL337361","31537",0.607142857142857,"P112364086","P112364086","Tumor","TRUE"
"504","SL337361","31539",0.69811320754717,"P112364086","P112364086","Normal","TRUE"
"505","SL337361","31541",0.837837837837838,"P112364086","P112375831","Normal","FALSE"
"506","SL337361","31543",0.633333333333333,"P112364086","P112380828","Tumor","FALSE"
"507","SL337361","31545",0.678571428571429,"P112364086","P112380828","Normal","FALSE"
"508","SL337361","31667",0.833333333333333,"P112364086","P112362735","Normal","FALSE"
"509","SL337361","31669",0.666666666666667,"P112364086","P112375831","Tumor","FALSE"
"510","SL337361","31671",0.666666666666667,"P112364086","P112380750","Normal","FALSE"
"511","SL337361","31673",0.672727272727273,"P112364086","P112380503","Tumor","FALSE"
"512","SL337361","31675",0.703703703703704,"P112364086","P112380503","Normal","FALSE"
"513","SL337361","31677",0.642857142857143,"P112364086","P112377885","Tumor","FALSE"
"514","SL337361","31679",0.65,"P112364086","P112381955","Tumor","FALSE"
"515","SL337361","31683",0.866666666666667,"P112364086",NA,NA,"CONTROL"
"516","SL337361","32111",1,"P112364086",NA,NA,"CONTROL"
"517","SL337361","32115",0.622641509433962,"P112364086","P112381968","Tumor","FALSE"
"518","SL337361","32117",0.6,"P112364086","P112381987","Normal","FALSE"
"519","SL337361","32376",0.728813559322034,"P112364086","P112377885","Normal","FALSE"
"520","SL337361","32388",0.659574468085106,"P112364086",NA,NA,"CONTROL"
"521","SL337361","32513",0.707317073170732,"P112364086","P112378162","Normal","FALSE"
"522","SL337361","32515",0.695652173913043,"P112364086","P112382412","Tumor","FALSE"
"523","SL337361","32517",0.8125,"P112364086","P112381968","Normal","FALSE"
"524","SL337361","32527",0.875,"P112364086",NA,NA,"CONTROL"
"525","SL337361","32766",0.641025641025641,"P112364086","P112380750","Tumor","FALSE"
"526","SL337361","32768",0.75,"P112364086","P112381955","Normal","FALSE"
"527","SL337361","32778",0.658536585365854,"P112364086",NA,NA,"CONTROL"
"528","SL337361","33086",0.65,"P112364086","P112378162","Tumor","FALSE"
"529","SL337361","33088",0.636363636363636,"P112364086","P112381987","Tumor","FALSE"
"530","SL337361","33090",0.661016949152542,"P112364086","P112382873","Normal","FALSE"
"531","SL341279","30161",0.888888888888889,"P112398333","P112387186","Tumor","FALSE"
"532","SL341279","30163",0.890909090909091,"P112398333","P112387186","Normal","FALSE"
"533","SL341279","30165",0.948717948717949,"P112398333","P112418624","Tumor","FALSE"
"534","SL341279","30167",1,"P112398333","P112418624","Normal","FALSE"
"535","SL341279","30169",0.931034482758621,"P112398333","P112409746","Tumor","FALSE"
"536","SL341279","30171",0.894736842105263,"P112398333","P112409746","Normal","FALSE"
"537","SL341279","30173",1,"P112398333",NA,NA,"CONTROL"
"538","SL341279","30295",0.91304347826087,"P112398333","P112374066","Normal","FALSE"
"539","SL341279","30297",0.841269841269841,"P112398333","P112390908","Normal","FALSE"
"540","SL341279","30299",0.777777777777778,"P112398333","P112398333","Tumor","TRUE"
"541","SL341279","30301",0.806451612903226,"P112398333","P112398333","Normal","TRUE"
"542","SL341279","30303",0.882352941176471,"P112398333","P112404922","Tumor","FALSE"
"543","SL341279","30305",0.888888888888889,"P112398333","P112408270","Normal","FALSE"
"544","SL341279","30307",1,"P112398333",NA,NA,"CONTROL"
"545","SL341279","30820",0.875,"P112398333","P112374066","Tumor","FALSE"
"546","SL341279","30822",0.859649122807018,"P112398333","P112404267","Normal","FALSE"
"547","SL341279","30824",1,"P112398333","P112416452","Normal","FALSE"
"548","SL341279","30935",0.9,"P112398333","P112382873","Tumor","FALSE"
"549","SL341279","30937",0.803921568627451,"P112398333","P112390908","Tumor","FALSE"
"550","SL341279","30939",0.864406779661017,"P112398333","P112397962","Normal","FALSE"
"551","SL341279","30941",0.958333333333333,"P112398333","P112404922","Normal","FALSE"
"552","SL341279","30943",0.822222222222222,"P112398333","P112406974","Tumor","FALSE"
"553","SL341279","30945",0.863636363636364,"P112398333","P112406974","Normal","FALSE"
"554","SL341279","30947",0.863636363636364,"P112398333","P112416452","Tumor","FALSE"
"555","SL341279","31531",1,"P112398333",NA,NA,"CONTROL"
"556","SL341279","31537",0.821428571428571,"P112398333","P112364086","Tumor","FALSE"
"557","SL341279","31539",0.849056603773585,"P112398333","P112364086","Normal","FALSE"
"558","SL341279","31541",1,"P112398333","P112375831","Normal","FALSE"
"559","SL341279","31543",0.866666666666667,"P112398333","P112380828","Tumor","FALSE"
"560","SL341279","31545",0.892857142857143,"P112398333","P112380828","Normal","FALSE"
"561","SL341279","31667",0.875,"P112398333","P112362735","Normal","FALSE"
"562","SL341279","31669",0.952380952380952,"P112398333","P112375831","Tumor","FALSE"
"563","SL341279","31671",0.80952380952381,"P112398333","P112380750","Normal","FALSE"
"564","SL341279","31673",0.745454545454545,"P112398333","P112380503","Tumor","FALSE"
"565","SL341279","31675",0.740740740740741,"P112398333","P112380503","Normal","FALSE"
"566","SL341279","31677",0.821428571428571,"P112398333","P112377885","Tumor","FALSE"
"567","SL341279","31679",0.8,"P112398333","P112381955","Tumor","FALSE"
"568","SL341279","31683",0.933333333333333,"P112398333",NA,NA,"CONTROL"
"569","SL341279","32111",0.931034482758621,"P112398333",NA,NA,"CONTROL"
"570","SL341279","32115",0.886792452830189,"P112398333","P112381968","Tumor","FALSE"
"571","SL341279","32117",0.733333333333333,"P112398333","P112381987","Normal","FALSE"
"572","SL341279","32376",0.898305084745763,"P112398333","P112377885","Normal","FALSE"
"573","SL341279","32388",0.872340425531915,"P112398333",NA,NA,"CONTROL"
"574","SL341279","32513",0.853658536585366,"P112398333","P112378162","Normal","FALSE"
"575","SL341279","32515",0.826086956521739,"P112398333","P112382412","Tumor","FALSE"
"576","SL341279","32517",0.9375,"P112398333","P112381968","Normal","FALSE"
"577","SL341279","32527",0.8125,"P112398333",NA,NA,"CONTROL"
"578","SL341279","32766",0.794871794871795,"P112398333","P112380750","Tumor","FALSE"
"579","SL341279","32768",0.8,"P112398333","P112381955","Normal","FALSE"
"580","SL341279","32778",0.853658536585366,"P112398333",NA,NA,"CONTROL"
"581","SL341279","33086",0.9,"P112398333","P112378162","Tumor","FALSE"
"582","SL341279","33088",0.818181818181818,"P112398333","P112381987","Tumor","FALSE"
"583","SL341279","33090",0.864406779661017,"P112398333","P112382873","Normal","FALSE"
"584","SL342656","30161",0.55,"P112380828","P112387186","Tumor","FALSE"
"585","SL342656","30163",0.555555555555556,"P112380828","P112387186","Normal","FALSE"
"586","SL342656","30165",0.692307692307692,"P112380828","P112418624","Tumor","FALSE"
"587","SL342656","30167",1,"P112380828","P112418624","Normal","FALSE"
"588","SL342656","30169",0.963636363636364,"P112380828","P112409746","Tumor","FALSE"
"589","SL342656","30171",0.84375,"P112380828","P112409746","Normal","FALSE"
"590","SL342656","30173",0.932203389830508,"P112380828",NA,NA,"CONTROL"
"591","SL342656","30295",0.75,"P112380828","P112374066","Normal","FALSE"
"592","SL342656","30297",0.573033707865168,"P112380828","P112390908","Normal","FALSE"
"593","SL342656","30299",0.690140845070423,"P112380828","P112398333","Tumor","FALSE"
"594","SL342656","30301",0.859649122807018,"P112380828","P112398333","Normal","FALSE"
"595","SL342656","30303",0.8,"P112380828","P112404922","Tumor","FALSE"
"596","SL342656","30305",0.575,"P112380828","P112408270","Normal","FALSE"
"597","SL342656","30307",0.962962962962963,"P112380828",NA,NA,"CONTROL"
"598","SL342656","30820",0.702702702702703,"P112380828","P112374066","Tumor","FALSE"
"599","SL342656","30822",0.590361445783133,"P112380828","P112404267","Normal","FALSE"
"600","SL342656","30824",0.890909090909091,"P112380828","P112416452","Normal","FALSE"
"601","SL342656","30935",0.534883720930233,"P112380828","P112382873","Tumor","FALSE"
"602","SL342656","30937",0.584415584415584,"P112380828","P112390908","Tumor","FALSE"
"603","SL342656","30939",0.576470588235294,"P112380828","P112397962","Normal","FALSE"
"604","SL342656","30941",0.72972972972973,"P112380828","P112404922","Normal","FALSE"
"605","SL342656","30943",0.690140845070423,"P112380828","P112406974","Tumor","FALSE"
"606","SL342656","30945",0.714285714285714,"P112380828","P112406974","Normal","FALSE"
"607","SL342656","30947",0.628571428571429,"P112380828","P112416452","Tumor","FALSE"
"608","SL342656","31531",1,"P112380828",NA,NA,"CONTROL"
"609","SL342656","31537",0.560975609756098,"P112380828","P112364086","Tumor","FALSE"
"610","SL342656","31539",0.620253164556962,"P112380828","P112364086","Normal","FALSE"
"611","SL342656","31541",0.873015873015873,"P112380828","P112375831","Normal","FALSE"
"612","SL342656","31543",0.511627906976744,"P112380828","P112380828","Tumor","TRUE"
"613","SL342656","31545",0.51219512195122,"P112380828","P112380828","Normal","TRUE"
"614","SL342656","31667",0.675675675675676,"P112380828","P112362735","Normal","FALSE"
"615","SL342656","31669",0.676470588235294,"P112380828","P112375831","Tumor","FALSE"
"616","SL342656","31671",0.705882352941177,"P112380828","P112380750","Normal","FALSE"
"617","SL342656","31673",0.679012345679012,"P112380828","P112380503","Tumor","FALSE"
"618","SL342656","31675",0.7,"P112380828","P112380503","Normal","FALSE"
"619","SL342656","31677",0.634146341463415,"P112380828","P112377885","Tumor","FALSE"
"620","SL342656","31679",0.757575757575758,"P112380828","P112381955","Tumor","FALSE"
"621","SL342656","31683",0.928571428571429,"P112380828",NA,NA,"CONTROL"
"622","SL342656","32111",1,"P112380828",NA,NA,"CONTROL"
"623","SL342656","32115",0.645569620253165,"P112380828","P112381968","Tumor","FALSE"
"624","SL342656","32117",0.71830985915493,"P112380828","P112381987","Normal","FALSE"
"625","SL342656","32376",0.694117647058824,"P112380828","P112377885","Normal","FALSE"
"626","SL342656","32388",0.698630136986301,"P112380828",NA,NA,"CONTROL"
"627","SL342656","32513",0.701492537313433,"P112380828","P112378162","Normal","FALSE"
"628","SL342656","32515",0.722222222222222,"P112380828","P112382412","Tumor","FALSE"
"629","SL342656","32517",0.896551724137931,"P112380828","P112381968","Normal","FALSE"
"630","SL342656","32527",0.931034482758621,"P112380828",NA,NA,"CONTROL"
"631","SL342656","32766",0.723076923076923,"P112380828","P112380750","Tumor","FALSE"
"632","SL342656","32768",0.757575757575758,"P112380828","P112381955","Normal","FALSE"
"633","SL342656","32778",0.73134328358209,"P112380828",NA,NA,"CONTROL"
"634","SL342656","33086",0.666666666666667,"P112380828","P112378162","Tumor","FALSE"
"635","SL342656","33088",0.673913043478261,"P112380828","P112381987","Tumor","FALSE"
"636","SL342656","33090",0.552941176470588,"P112380828","P112382873","Normal","FALSE"
